Date Time,TEMPERATURE,RELATIVE_HUMIDITY,SOIL_MOISTURE,PRESSURE,WIND_SPEED,RAINFALL,NDVI
09-02-2022 10:08,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:08,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:09,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:09,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:09,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:09,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:10,139.63,40.355,17.96,493.06,1.435,0,0.33
09-02-2022 10:10,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:10,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:11,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:11,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:11,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:12,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:12,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:12,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:12,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:13,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:13,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:13,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:14,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:14,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:14,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:15,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:15,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:15,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:15,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:16,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:16,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:16,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:17,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:17,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:17,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:18,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:18,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:18,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:18,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:19,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:19,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:19,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:20,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:20,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:20,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:20,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:21,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:21,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:21,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:22,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:22,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:22,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:23,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:23,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:23,139.63,40.355,8.985,493.06,1.435,0,0.33
